RecordedDate,Experiment,Frage,Rep_Zu,Sicherheit,value,response,ID
2022-11-10T10:33:16Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,vHzVFSNSc9
2022-11-10T10:33:16Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,vHzVFSNSc9
2022-11-10T10:55:35Z,E1,F1,R,S,Option 2: 500 CHF,Geld,GoHCqN9T1g
2022-11-10T10:55:35Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,GoHCqN9T1g
2022-11-10T10:55:35Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,GoHCqN9T1g
2022-11-10T10:55:35Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,GoHCqN9T1g
2022-11-10T11:39:37Z,E1,F1,R,S,Option 2: 500 CHF,Geld,g4EfYhCFbl
2022-11-10T11:39:37Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,g4EfYhCFbl
2022-11-10T11:39:37Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,g4EfYhCFbl
2022-11-10T11:39:37Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,g4EfYhCFbl
2022-11-10T18:37:38Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,rhbBYtANeA
2022-11-10T18:37:38Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,rhbBYtANeA
2022-11-10T18:45:45Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,VTygx7cWTV
2022-11-10T18:45:45Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,VTygx7cWTV
2022-11-10T19:53:46Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,RDAdAaetwq
2022-11-10T19:53:46Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,RDAdAaetwq
2022-11-10T19:53:46Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,RDAdAaetwq
2022-11-10T19:53:46Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,RDAdAaetwq
2022-11-10T20:33:24Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,9fG5ioya2L
2022-11-10T20:33:24Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,9fG5ioya2L
2022-11-10T21:14:41Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,AZFFsucN9I
2022-11-10T21:14:41Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,AZFFsucN9I
2022-11-10T21:51:30Z,E1,F1,R,S,Option 2: 500 CHF,Geld,IFhTRp9DKy
2022-11-10T21:51:30Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,IFhTRp9DKy
2022-11-10T21:51:30Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,IFhTRp9DKy
2022-11-10T21:51:30Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,IFhTRp9DKy
2022-11-10T21:54:10Z,E1,F1,R,S,Option 2: 500 CHF,Geld,On2oendvNk
2022-11-10T21:54:10Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,On2oendvNk
2022-11-10T21:54:10Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,On2oendvNk
2022-11-10T21:54:10Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,On2oendvNk
2022-11-10T21:59:00Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,AixKUttZbp
2022-11-10T21:59:00Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,AixKUttZbp
2022-11-10T21:59:43Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,eSfQQwTGXA
2022-11-10T21:59:43Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,eSfQQwTGXA
2022-11-10T22:00:31Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,tSDG3kSROp
2022-11-10T22:00:31Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,tSDG3kSROp
2022-11-10T22:02:10Z,E1,F1,R,S,Option 2: 500 CHF,Geld,ppNuNh14Mt
2022-11-10T22:02:10Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,ppNuNh14Mt
2022-11-10T22:02:10Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,ppNuNh14Mt
2022-11-10T22:02:10Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,ppNuNh14Mt
2022-11-10T22:05:10Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,o2OCHIuAku
2022-11-10T22:05:10Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,o2OCHIuAku
2022-11-10T22:05:10Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,o2OCHIuAku
2022-11-10T22:05:10Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,o2OCHIuAku
2022-11-10T22:17:27Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,Zw0ZgdoQF3
2022-11-10T22:17:27Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,Zw0ZgdoQF3
2022-11-10T22:30:29Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,28u4P8RwBq
2022-11-10T22:30:29Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,28u4P8RwBq
2022-11-10T22:30:29Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,28u4P8RwBq
2022-11-10T22:30:29Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,28u4P8RwBq
2022-11-10T22:35:39Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,eUYgoGysEc
2022-11-10T22:35:39Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,eUYgoGysEc
2022-11-10T22:42:27Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,F9jDFwqXye
2022-11-10T22:42:27Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,F9jDFwqXye
2022-11-10T22:49:25Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,J0MCLDcrpK
2022-11-10T22:49:25Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,J0MCLDcrpK
2022-11-10T22:52:10Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,Jy38lZ38nc
2022-11-10T22:52:10Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,Jy38lZ38nc
2022-11-10T22:52:10Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Jy38lZ38nc
2022-11-10T22:52:10Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,Jy38lZ38nc
2022-11-10T22:57:31Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,qKzC8xjVLQ
2022-11-10T22:57:31Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,qKzC8xjVLQ
2022-11-10T23:02:04Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,euNag1r3fd
2022-11-10T23:02:04Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,euNag1r3fd
2022-11-10T23:04:35Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,zMd5zGhzht
2022-11-10T23:04:35Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,zMd5zGhzht
2022-11-10T23:04:39Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,UiRPUQA9Y8
2022-11-10T23:04:39Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,UiRPUQA9Y8
2022-11-10T23:05:08Z,E1,F1,R,S,Option 2: 500 CHF,Geld,hoy50kNMte
2022-11-10T23:05:08Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,hoy50kNMte
2022-11-10T23:05:08Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,hoy50kNMte
2022-11-10T23:05:08Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,hoy50kNMte
2022-11-10T23:15:28Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,3b6umZo4yb
2022-11-10T23:15:28Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,3b6umZo4yb
2022-11-10T23:15:28Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,3b6umZo4yb
2022-11-10T23:15:28Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,3b6umZo4yb
2022-11-10T23:19:36Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,z1k2nR0FR3
2022-11-10T23:19:36Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,z1k2nR0FR3
2022-11-10T23:19:36Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,z1k2nR0FR3
2022-11-10T23:19:36Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,z1k2nR0FR3
2022-11-10T23:36:00Z,E1,F1,R,S,Option 2: 500 CHF,Geld,tlGRS4Lv7J
2022-11-10T23:36:00Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,tlGRS4Lv7J
2022-11-10T23:36:00Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,tlGRS4Lv7J
2022-11-10T23:36:00Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,tlGRS4Lv7J
2022-11-10T23:38:21Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,XJ7OwK1Y11
2022-11-10T23:38:21Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,XJ7OwK1Y11
2022-11-11T02:37:26Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,MjvK4caLCg
2022-11-11T02:37:26Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,MjvK4caLCg
2022-11-11T06:36:18Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,hmozN0idHl
2022-11-11T06:36:18Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,hmozN0idHl
2022-11-11T06:36:18Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,hmozN0idHl
2022-11-11T06:36:18Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,hmozN0idHl
2022-11-11T06:38:11Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,jWEjJD8AVP
2022-11-11T06:38:11Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,jWEjJD8AVP
2022-11-11T06:47:58Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,XNHrMTCxUg
2022-11-11T06:47:58Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,XNHrMTCxUg
2022-11-11T06:54:48Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,T2NZXA3TZM
2022-11-11T06:54:48Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,T2NZXA3TZM
2022-11-11T06:54:48Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,T2NZXA3TZM
2022-11-11T06:54:48Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,T2NZXA3TZM
2022-11-11T07:02:37Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Fn4y7SiWh8
2022-11-11T07:02:37Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,Fn4y7SiWh8
2022-11-11T07:02:37Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Fn4y7SiWh8
2022-11-11T07:02:37Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,Fn4y7SiWh8
2022-11-11T07:03:24Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,UHUH3YhjWp
2022-11-11T07:03:24Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,UHUH3YhjWp
2022-11-11T07:03:24Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,UHUH3YhjWp
2022-11-11T07:03:24Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,UHUH3YhjWp
2022-11-11T07:06:48Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,OPiRE4S52r
2022-11-11T07:06:48Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,OPiRE4S52r
2022-11-11T07:26:14Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,DZzvQ6j9Bb
2022-11-11T07:26:14Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,DZzvQ6j9Bb
2022-11-11T09:21:08Z,E1,F1,R,S,Option 2: 500 CHF,Geld,hH8zWa7V57
2022-11-11T09:21:08Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,hH8zWa7V57
2022-11-11T09:21:08Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,hH8zWa7V57
2022-11-11T09:21:08Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,hH8zWa7V57
2022-11-11T09:51:56Z,E1,F1,R,S,Option 2: 500 CHF,Geld,z7Gsk3nbkO
2022-11-11T09:51:56Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,z7Gsk3nbkO
2022-11-11T09:51:56Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,z7Gsk3nbkO
2022-11-11T09:51:56Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,z7Gsk3nbkO
2022-11-11T10:38:05Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,ejzKKOLvdz
2022-11-11T10:38:05Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,ejzKKOLvdz
2022-11-11T15:41:47Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,u6dz7KWCRd
2022-11-11T15:41:47Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,u6dz7KWCRd
2022-11-11T18:31:11Z,E1,F1,R,S,Option 2: 500 CHF,Geld,MA5CSC2LVg
2022-11-11T18:31:11Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,MA5CSC2LVg
2022-11-11T18:31:11Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,MA5CSC2LVg
2022-11-11T18:31:11Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,MA5CSC2LVg
2022-11-11T19:49:29Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,CgA2pVCCzg
2022-11-11T19:49:29Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,CgA2pVCCzg
2022-11-12T08:48:21Z,E1,F1,R,S,Option 2: 500 CHF,Geld,iMqfSaCMZn
2022-11-12T08:48:21Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,iMqfSaCMZn
2022-11-12T08:48:21Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,iMqfSaCMZn
2022-11-12T08:48:21Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,iMqfSaCMZn
2022-11-12T13:35:29Z,E1,F1,R,S,Option 2: 500 CHF,Geld,aTvleHdj1K
2022-11-12T13:35:29Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,aTvleHdj1K
2022-11-12T13:35:29Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,aTvleHdj1K
2022-11-12T13:35:29Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,aTvleHdj1K
2022-11-12T13:39:24Z,E1,F1,R,S,Option 2: 500 CHF,Geld,2qIigsUSed
2022-11-12T13:39:24Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,2qIigsUSed
2022-11-12T13:39:24Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,2qIigsUSed
2022-11-12T13:39:24Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,2qIigsUSed
2022-11-12T13:39:30Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,u82JQWXmY4
2022-11-12T13:39:30Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,u82JQWXmY4
2022-11-12T13:41:04Z,E1,F1,R,S,Option 1 : Ein Meet and Greet mit Ihrem Idol,Option1,G5qSIz141J
2022-11-12T13:41:04Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,G5qSIz141J
2022-11-12T13:41:04Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,G5qSIz141J
2022-11-12T13:41:04Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,G5qSIz141J
2022-11-12T13:45:48Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,TSeEFVBW5P
2022-11-12T13:45:48Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,TSeEFVBW5P
2022-11-12T14:02:45Z,E1,F1,R,S,Option 2: 500 CHF,Geld,6yPKj2hHzn
2022-11-12T14:02:45Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,6yPKj2hHzn
2022-11-12T14:02:45Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,6yPKj2hHzn
2022-11-12T14:02:45Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,6yPKj2hHzn
2022-11-12T14:15:43Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,AeMhLNJb3H
2022-11-12T14:15:43Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,AeMhLNJb3H
2022-11-12T14:26:06Z,E1,F1,R,S,Option 2: 500 CHF,Geld,hRNM8hEz1b
2022-11-12T14:26:06Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,hRNM8hEz1b
2022-11-12T14:26:06Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,hRNM8hEz1b
2022-11-12T14:26:06Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,hRNM8hEz1b
2022-11-12T14:27:31Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Ow4Et6A1pX
2022-11-12T14:27:31Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,Ow4Et6A1pX
2022-11-12T14:27:31Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Ow4Et6A1pX
2022-11-12T14:27:31Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,Ow4Et6A1pX
2022-11-12T14:33:16Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,E6i86oU7g5
2022-11-12T14:33:16Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,E6i86oU7g5
2022-11-12T14:48:58Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,9wz2uysJrb
2022-11-12T14:48:58Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,9wz2uysJrb
2022-11-12T14:52:41Z,E1,F1,R,S,Option 2: 500 CHF,Geld,ZqYjr2lDKp
2022-11-12T14:52:41Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,ZqYjr2lDKp
2022-11-12T14:52:41Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,ZqYjr2lDKp
2022-11-12T14:52:41Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,ZqYjr2lDKp
2022-11-12T16:20:49Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,w8OmphlI36
2022-11-12T16:20:49Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,w8OmphlI36
2022-11-12T16:24:45Z,E1,F2,R,U,Option 1: Eine Chance von 1% auf ein Meet and Greet mit Ihrem Idol,Option1,2UMbbccFiK
2022-11-12T16:24:45Z,E1,F4,Z,U,Option 1: Sie können mit einer Chance von 1% einen Ihren liebsten Momente wieder erleben,Option1,2UMbbccFiK
2022-11-12T18:10:11Z,E1,F1,R,S,Option 2: 500 CHF,Geld,ciSKHCmPqI
2022-11-12T18:10:11Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,ciSKHCmPqI
2022-11-12T18:10:11Z,E1,F3,Z,S,Option 1: Sie können einen Ihrer liebsten Momente wieder erleben,Option1,ciSKHCmPqI
2022-11-12T18:10:11Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,ciSKHCmPqI
2022-11-13T21:00:10Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,GwEgb85Vk2
2022-11-13T21:00:10Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,GwEgb85Vk2
2022-11-14T09:35:41Z,E1,F1,R,S,Option 2: 500 CHF,Geld,2eTzketZED
2022-11-14T09:35:41Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,2eTzketZED
2022-11-14T09:35:41Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,2eTzketZED
2022-11-14T09:35:41Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,2eTzketZED
2022-11-14T11:54:40Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,kCuHK9YjIg
2022-11-14T11:54:40Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,kCuHK9YjIg
2022-11-14T12:45:50Z,E1,F1,R,S,Option 2: 500 CHF,Geld,raFf2TZ0Ap
2022-11-14T12:45:50Z,E2,F5,R,S,Option 2: Coupon für Semestergebühren von 500 CHF,Geld,raFf2TZ0Ap
2022-11-14T12:45:50Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,raFf2TZ0Ap
2022-11-14T12:45:50Z,E2,F10,Z,S,Option 1: Ausverkauftes Konzert ihres Lieblingsmusikers,Option1,raFf2TZ0Ap
2022-11-14T12:46:51Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,YsXVxUI5Vm
2022-11-14T12:46:51Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,YsXVxUI5Vm
2022-11-14T17:14:30Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,kxmUiueGEY
2022-11-14T17:14:30Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,kxmUiueGEY
2022-11-14T18:05:29Z,E1,F1,R,S,Option 2: 500 CHF,Geld,Frics6vkon
2022-11-14T18:05:29Z,E2,F5,R,S,Option 1: Coupon für USA-Reise von 500 CHF,Option1,Frics6vkon
2022-11-14T18:05:29Z,E1,F3,Z,S,Option 2: Sie erhalten einen Geldbetrag von 10'000 CHF,Geld,Frics6vkon
2022-11-14T18:05:29Z,E2,F10,Z,S,Option 2: Ihre Steuern werden von jemanden übernommen,Geld,Frics6vkon
2022-11-14T19:08:50Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,os5rnB4B3W
2022-11-14T19:08:50Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,os5rnB4B3W
2022-11-14T21:08:39Z,E1,F2,R,U,Option 2: Eine Chance von 1% auf 500 CHF,Geld,kIst36Y7QT
2022-11-14T21:08:39Z,E1,F4,Z,U,Option 2: Sie erhalten mit einer Chance von 1% einen Geldbetrag von 10'000 CHF,Geld,kIst36Y7QT
