ID,condition,scale,set,item,response,value
Ju10SpbvIs,DT,nfc,NA,NfC_15,weder noch,3
Ju10SpbvIs,DT,nfc,NA,NfC_16,eher zutreffend,2
Ju10SpbvIs,DT,nfc,NA,NfC_17,sehr zutreffend,5
Ju10SpbvIs,DT,nfc,NA,NfC_2,eher nicht zutreffend,2
Ju10SpbvIs,DT,nfc,NA,NfC_3,weder noch,3
Ju10SpbvIs,DT,nfc,NA,NfC_4,eher nicht zutreffend,4
Ju10SpbvIs,DT,nfc,NA,NfC_5,überhaupt nicht zutreffend,5
Ju10SpbvIs,DT,nfc,NA,NfC_6,weder noch,3
Ju10SpbvIs,DT,nfc,NA,NfC_7,überhaupt nicht zutreffend,5
Ju10SpbvIs,DT,nfc,NA,NfC_8,eher nicht zutreffend,4
Ju10SpbvIs,DT,nfc,NA,NfC_9,weder noch,3
JvbtCDWqwq,FA,mancheck,NA,MC_0_1,Sehr leicht,1
JvbtCDWqwq,FA,mancheck,NA,MC_0_2,Sehr schwierig,5
JvbtCDWqwq,FA,mancheck,NA,MC_1,Ja,1
JvbtCDWqwq,FA,memory,FB1,FB1_1,NA,0
JvbtCDWqwq,FA,memory,FB1,FB1_2,NA,0
JvbtCDWqwq,FA,memory,FB1,FB1_3,Schuppen,1
JvbtCDWqwq,FA,memory,FB1,FB1_4,Blau,0
JvbtCDWqwq,FA,memory,FB1,FB1_5,NA,0
JvbtCDWqwq,FA,memory,FB1,FB1_6,NA,0
JvbtCDWqwq,FA,memory,FB1,FB1_7,NA,0
JvbtCDWqwq,FA,mindset,NA,GMS_1,Stimme voll zu,6
JvbtCDWqwq,FA,mindset,NA,GMS_2,Stimme grösstenteils zu,4
JvbtCDWqwq,FA,mindset,NA,GMS_3,Stimme grösstenteils zu,4
JvbtCDWqwq,FA,nfc,NA,NfC_1,weder noch,3
JvbtCDWqwq,FA,nfc,NA,NfC_10,eher zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_11,eher zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_12,eher nicht zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_13,eher nicht zutreffend,2
JvbtCDWqwq,FA,nfc,NA,NfC_14,eher nicht zutreffend,2
JvbtCDWqwq,FA,nfc,NA,NfC_15,weder noch,3
JvbtCDWqwq,FA,nfc,NA,NfC_16,eher zutreffend,2
JvbtCDWqwq,FA,nfc,NA,NfC_17,eher nicht zutreffend,2
JvbtCDWqwq,FA,nfc,NA,NfC_2,weder noch,3
JvbtCDWqwq,FA,nfc,NA,NfC_3,weder noch,3
JvbtCDWqwq,FA,nfc,NA,NfC_4,eher nicht zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_5,weder noch,3
JvbtCDWqwq,FA,nfc,NA,NfC_6,eher nicht zutreffend,2
JvbtCDWqwq,FA,nfc,NA,NfC_7,eher nicht zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_8,eher nicht zutreffend,4
JvbtCDWqwq,FA,nfc,NA,NfC_9,weder noch,3
JwePmL5wpO,FT,mancheck,NA,MC_0_1,Sehr leicht,1
JwePmL5wpO,FT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
JwePmL5wpO,FT,mancheck,NA,MC_1,Ja,1
JwePmL5wpO,FT,memory,FB2,FB2_1,3 Meter,1
JwePmL5wpO,FT,memory,FB2,FB2_2,Nicht Pflanzen,0
JwePmL5wpO,FT,memory,FB2,FB2_3,Dicke Haut,1
JwePmL5wpO,FT,memory,FB2,FB2_4,Blau,1
JwePmL5wpO,FT,memory,FB2,FB2_5,Ein einziges gelbes horn,1
JwePmL5wpO,FT,memory,FB2,FB2_6,In gruppen,1
JwePmL5wpO,FT,memory,FB2,FB2_7,Weiss ich nicht mehr,0
JwePmL5wpO,FT,mindset,NA,GMS_1,Stimme grösstenteils nicht zu,3
JwePmL5wpO,FT,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
JwePmL5wpO,FT,mindset,NA,GMS_3,Stimme grösstenteils nicht zu,3
JwePmL5wpO,FT,nfc,NA,NfC_1,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_10,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_11,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_12,eher nicht zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_13,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_14,weder noch,3
JwePmL5wpO,FT,nfc,NA,NfC_15,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_16,eher nicht zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_17,sehr zutreffend,5
JwePmL5wpO,FT,nfc,NA,NfC_2,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_3,überhaupt nicht zutreffend,5
JwePmL5wpO,FT,nfc,NA,NfC_4,eher nicht zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_5,eher nicht zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_6,eher zutreffend,4
JwePmL5wpO,FT,nfc,NA,NfC_7,überhaupt nicht zutreffend,5
JwePmL5wpO,FT,nfc,NA,NfC_8,überhaupt nicht zutreffend,5
JwePmL5wpO,FT,nfc,NA,NfC_9,weder noch,3
KcFXi3hqEg,FA,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
KcFXi3hqEg,FA,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
KcFXi3hqEg,FA,mancheck,NA,MC_1,Ja,1
KcFXi3hqEg,FA,memory,FB2,FB2_1,3m,1
KcFXi3hqEg,FA,memory,FB2,FB2_2,Blüten und Blätter,1
KcFXi3hqEg,FA,memory,FB2,FB2_3,"Stacheln, schuppig",0
KcFXi3hqEg,FA,memory,FB2,FB2_4,Blau,1
KcFXi3hqEg,FA,memory,FB2,FB2_5,Gelbes Horn,1
KcFXi3hqEg,FA,memory,FB2,FB2_6,Weiss nicht,0
KcFXi3hqEg,FA,memory,FB2,FB2_7,Sie sammeln Fressen,1
KcFXi3hqEg,FA,mindset,NA,GMS_1,Stimme grösstenteils zu,4
KcFXi3hqEg,FA,mindset,NA,GMS_2,Stimme grösstenteils zu,4
KcFXi3hqEg,FA,mindset,NA,GMS_3,Stimme grösstenteils zu,4
KcFXi3hqEg,FA,nfc,NA,NfC_1,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_10,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_11,sehr zutreffend,5
KcFXi3hqEg,FA,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
KcFXi3hqEg,FA,nfc,NA,NfC_13,eher zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_14,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_15,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_16,eher nicht zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_17,eher zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_2,eher zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_3,eher nicht zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_4,eher nicht zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_5,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_6,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_7,eher nicht zutreffend,4
KcFXi3hqEg,FA,nfc,NA,NfC_8,weder noch,3
KcFXi3hqEg,FA,nfc,NA,NfC_9,eher zutreffend,2
LJ11Whci1n,FT,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
LJ11Whci1n,FT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
LJ11Whci1n,FT,mancheck,NA,MC_1,Ja,1
LJ11Whci1n,FT,memory,FB3,FB3_1,60cm,1
LJ11Whci1n,FT,memory,FB3,FB3_2,grüne Blätter,0
LJ11Whci1n,FT,memory,FB3,FB3_3,dick und rau,0
LJ11Whci1n,FT,memory,FB3,FB3_4,braun,1
LJ11Whci1n,FT,memory,FB3,FB3_6,Linie aus orangen Stacheln,1
LJ11Whci1n,FT,memory,FB3,FB3_7,Auf Heuhaufen,1
LJ11Whci1n,FT,memory,FB3,FB3_8,Mit Lauten,1
LJ11Whci1n,FT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
LJ11Whci1n,FT,mindset,NA,GMS_2,Stimme grösstenteils zu,4
LJ11Whci1n,FT,mindset,NA,GMS_3,Stimme grösstenteils zu,4
LJ11Whci1n,FT,nfc,NA,NfC_1,weder noch,3
LJ11Whci1n,FT,nfc,NA,NfC_10,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_11,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_12,eher nicht zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_13,weder noch,3
LJ11Whci1n,FT,nfc,NA,NfC_14,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_15,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_16,weder noch,3
LJ11Whci1n,FT,nfc,NA,NfC_17,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_2,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_3,eher nicht zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_4,eher nicht zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_5,weder noch,3
LJ11Whci1n,FT,nfc,NA,NfC_6,eher zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_7,eher nicht zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_8,eher nicht zutreffend,4
LJ11Whci1n,FT,nfc,NA,NfC_9,eher nicht zutreffend,4
NQtkRREAj5,DL,mancheck,NA,MC_0_1,Leicht,2
NQtkRREAj5,DL,mancheck,NA,MC_0_2,Schwierig,4
NQtkRREAj5,DL,mancheck,NA,MC_1,Ja,1
NQtkRREAj5,DL,memory,FB1,FB1_1,60 cm,0
NQtkRREAj5,DL,memory,FB1,FB1_2,Blütenstaub,1
NQtkRREAj5,DL,memory,FB1,FB1_3,Raue Haut,0
NQtkRREAj5,DL,memory,FB1,FB1_4,Blau,0
NQtkRREAj5,DL,memory,FB1,FB1_5,Stachelig,0
NQtkRREAj5,DL,memory,FB1,FB1_6,Zwitschern,1
NQtkRREAj5,DL,memory,FB1,FB1_7,Herum laufen,1
NQtkRREAj5,DL,mindset,NA,GMS_1,Stimme grösstenteils nicht zu,3
NQtkRREAj5,DL,mindset,NA,GMS_2,Stimme nicht zu,2
NQtkRREAj5,DL,mindset,NA,GMS_3,Stimme grösstenteils nicht zu,3
NQtkRREAj5,DL,nfc,NA,NfC_1,eher nicht zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_10,eher nicht zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_11,eher zutreffend,4
NQtkRREAj5,DL,nfc,NA,NfC_12,eher nicht zutreffend,4
NQtkRREAj5,DL,nfc,NA,NfC_13,eher nicht zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_14,eher zutreffend,4
NQtkRREAj5,DL,nfc,NA,NfC_15,eher nicht zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_16,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_17,eher zutreffend,4
NQtkRREAj5,DL,nfc,NA,NfC_2,weder noch,3
NQtkRREAj5,DL,nfc,NA,NfC_3,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_4,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_5,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_6,eher nicht zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_7,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_8,eher zutreffend,2
NQtkRREAj5,DL,nfc,NA,NfC_9,eher zutreffend,2
NldUZSCxCK,DT,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
NldUZSCxCK,DT,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
NldUZSCxCK,DT,mancheck,NA,MC_1,Nein,0
NldUZSCxCK,DT,memory,FB3,FB3_1,60 cm,1
NldUZSCxCK,DT,memory,FB3,FB3_2,Ahornrinde,1
NldUZSCxCK,DT,memory,FB3,FB3_3,Hat glatte weiche Haut,1
NldUZSCxCK,DT,memory,FB3,FB3_4,Er hat braune Augen,1
NldUZSCxCK,DT,memory,FB3,FB3_6,Ein Stachel,1
NldUZSCxCK,DT,memory,FB3,FB3_7,Auf einen Erdhöufchrn,1
NldUZSCxCK,DT,memory,FB3,FB3_8,Trompetenartige laute,1
NldUZSCxCK,DT,mindset,NA,GMS_1,Stimme grösstenteils zu,4
NldUZSCxCK,DT,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
NldUZSCxCK,DT,mindset,NA,GMS_3,Stimme grösstenteils nicht zu,3
NldUZSCxCK,DT,nfc,NA,NfC_1,weder noch,3
NldUZSCxCK,DT,nfc,NA,NfC_10,eher zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_11,eher zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
NldUZSCxCK,DT,nfc,NA,NfC_13,weder noch,3
NldUZSCxCK,DT,nfc,NA,NfC_14,überhaupt nicht zutreffend,1
NldUZSCxCK,DT,nfc,NA,NfC_15,weder noch,3
NldUZSCxCK,DT,nfc,NA,NfC_16,eher nicht zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_17,eher nicht zutreffend,2
NldUZSCxCK,DT,nfc,NA,NfC_2,weder noch,3
NldUZSCxCK,DT,nfc,NA,NfC_3,eher nicht zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_4,eher nicht zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_5,eher zutreffend,2
NldUZSCxCK,DT,nfc,NA,NfC_6,eher zutreffend,4
NldUZSCxCK,DT,nfc,NA,NfC_7,überhaupt nicht zutreffend,5
NldUZSCxCK,DT,nfc,NA,NfC_8,überhaupt nicht zutreffend,5
NldUZSCxCK,DT,nfc,NA,NfC_9,eher nicht zutreffend,4
O3dTsbAlzf,DA,mancheck,NA,MC_0_1,Leicht,2
O3dTsbAlzf,DA,mancheck,NA,MC_0_2,Sehr schwierig,5
O3dTsbAlzf,DA,mancheck,NA,MC_1,Ja,1
O3dTsbAlzf,DA,memory,FB3,FB3_1,3 Meter,0
O3dTsbAlzf,DA,memory,FB3,FB3_2,Pollen und Blüten,0
O3dTsbAlzf,DA,memory,FB3,FB3_3,Schuppen,0
O3dTsbAlzf,DA,memory,FB3,FB3_4,Grün,0
O3dTsbAlzf,DA,memory,FB3,FB3_6,Stacheln,1
O3dTsbAlzf,DA,memory,FB3,FB3_7,Ozean,0
O3dTsbAlzf,DA,memory,FB3,FB3_8,Pfeifen,0
O3dTsbAlzf,DA,mindset,NA,GMS_1,Stimme grösstenteils zu,4
O3dTsbAlzf,DA,mindset,NA,GMS_2,Stimme grösstenteils zu,4
O3dTsbAlzf,DA,mindset,NA,GMS_3,Stimme zu,5
O3dTsbAlzf,DA,nfc,NA,NfC_1,überhaupt nicht zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_10,eher zutreffend,4
O3dTsbAlzf,DA,nfc,NA,NfC_11,eher nicht zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_12,eher zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_13,überhaupt nicht zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_14,eher nicht zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_15,eher nicht zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_16,eher zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_17,weder noch,3
O3dTsbAlzf,DA,nfc,NA,NfC_2,überhaupt nicht zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_3,sehr zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_4,sehr zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_5,weder noch,3
O3dTsbAlzf,DA,nfc,NA,NfC_6,eher nicht zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_7,eher zutreffend,2
O3dTsbAlzf,DA,nfc,NA,NfC_8,sehr zutreffend,1
O3dTsbAlzf,DA,nfc,NA,NfC_9,sehr zutreffend,1
OBYWY9PFfA,DZ,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
OBYWY9PFfA,DZ,mancheck,NA,MC_0_2,Schwierig,4
OBYWY9PFfA,DZ,mancheck,NA,MC_1,Ja,1
OBYWY9PFfA,DZ,memory,FB1,FB1_1,60 cm gross,0
OBYWY9PFfA,DZ,memory,FB1,FB1_2,Von grünem Blattgemüse,1
OBYWY9PFfA,DZ,memory,FB1,FB1_3,Raue haut,0
OBYWY9PFfA,DZ,memory,FB1,FB1_4,Braune Augen,0
OBYWY9PFfA,DZ,memory,FB1,FB1_5,Buschig und violett,1
OBYWY9PFfA,DZ,memory,FB1,FB1_6,Trompetenähnliche Geräusche,0
OBYWY9PFfA,DZ,memory,FB1,FB1_7,Durch die gegend Streifen,1
OBYWY9PFfA,DZ,mindset,NA,GMS_1,Stimme grösstenteils nicht zu,3
OBYWY9PFfA,DZ,mindset,NA,GMS_2,Stimme grösstenteils zu,4
OBYWY9PFfA,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
OBYWY9PFfA,DZ,nfc,NA,NfC_1,eher nicht zutreffend,2
OBYWY9PFfA,DZ,nfc,NA,NfC_10,eher zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_11,eher zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_12,eher zutreffend,2
OBYWY9PFfA,DZ,nfc,NA,NfC_13,weder noch,3
OBYWY9PFfA,DZ,nfc,NA,NfC_14,weder noch,3
OBYWY9PFfA,DZ,nfc,NA,NfC_15,weder noch,3
OBYWY9PFfA,DZ,nfc,NA,NfC_16,eher nicht zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_17,eher zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_2,eher zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_3,eher nicht zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_4,eher nicht zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_5,eher nicht zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_6,weder noch,3
OBYWY9PFfA,DZ,nfc,NA,NfC_7,eher nicht zutreffend,4
OBYWY9PFfA,DZ,nfc,NA,NfC_8,weder noch,3
OBYWY9PFfA,DZ,nfc,NA,NfC_9,eher zutreffend,2
PN30mrpLaK,DZ,mancheck,NA,MC_0_1,Leicht,2
PN30mrpLaK,DZ,mancheck,NA,MC_0_2,Leicht,2
PN30mrpLaK,DZ,mancheck,NA,MC_1,Nein,0
PN30mrpLaK,DZ,memory,FB3,FB3_1,60cm,1
PN30mrpLaK,DZ,memory,FB3,FB3_2,Ahornrinde,1
PN30mrpLaK,DZ,memory,FB3,FB3_3,Weiche glatte Haut,1
PN30mrpLaK,DZ,memory,FB3,FB3_4,Braun,1
PN30mrpLaK,DZ,memory,FB3,FB3_6,Orange Stacheln,1
PN30mrpLaK,DZ,memory,FB3,FB3_7,Auf ein Erdhaufen,1
PN30mrpLaK,DZ,memory,FB3,FB3_8,Trompetenlaute,1
PN30mrpLaK,DZ,mindset,NA,GMS_1,Stimme grösstenteils zu,4
PN30mrpLaK,DZ,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
PN30mrpLaK,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
PN30mrpLaK,DZ,nfc,NA,NfC_1,weder noch,3
PN30mrpLaK,DZ,nfc,NA,NfC_10,weder noch,3
PN30mrpLaK,DZ,nfc,NA,NfC_11,eher zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_12,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_13,weder noch,3
PN30mrpLaK,DZ,nfc,NA,NfC_14,weder noch,3
PN30mrpLaK,DZ,nfc,NA,NfC_15,eher zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_16,sehr zutreffend,1
PN30mrpLaK,DZ,nfc,NA,NfC_17,eher zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_2,eher zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_3,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_4,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_5,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_6,eher zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_7,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_8,eher nicht zutreffend,4
PN30mrpLaK,DZ,nfc,NA,NfC_9,weder noch,3
PSyqWbQzKU,DL,mancheck,NA,MC_0_1,Leicht,2
PSyqWbQzKU,DL,mancheck,NA,MC_0_2,Leicht,2
PSyqWbQzKU,DL,mancheck,NA,MC_1,Ja,1
PSyqWbQzKU,DL,memory,FB2,FB2_1,6 Meter,0
PSyqWbQzKU,DL,memory,FB2,FB2_2,Pollen und Blütenblätter,1
PSyqWbQzKU,DL,memory,FB2,FB2_3,raue Haut,1
PSyqWbQzKU,DL,memory,FB2,FB2_4,blau,1
PSyqWbQzKU,DL,memory,FB2,FB2_5,ein gelbes Horn,1
PSyqWbQzKU,DL,memory,FB2,FB2_6,in Gruppen,1
PSyqWbQzKU,DL,memory,FB2,FB2_7,sammeln Futter,1
PSyqWbQzKU,DL,mindset,NA,GMS_1,Stimme grösstenteils zu,4
PSyqWbQzKU,DL,mindset,NA,GMS_2,Stimme grösstenteils zu,4
PSyqWbQzKU,DL,mindset,NA,GMS_3,Stimme zu,5
PSyqWbQzKU,DL,nfc,NA,NfC_1,weder noch,3
PSyqWbQzKU,DL,nfc,NA,NfC_10,eher zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_11,sehr zutreffend,5
PSyqWbQzKU,DL,nfc,NA,NfC_12,überhaupt nicht zutreffend,5
PSyqWbQzKU,DL,nfc,NA,NfC_13,weder noch,3
PSyqWbQzKU,DL,nfc,NA,NfC_14,weder noch,3
PSyqWbQzKU,DL,nfc,NA,NfC_15,eher zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_16,sehr zutreffend,1
PSyqWbQzKU,DL,nfc,NA,NfC_17,sehr zutreffend,5
PSyqWbQzKU,DL,nfc,NA,NfC_2,eher zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_3,überhaupt nicht zutreffend,5
PSyqWbQzKU,DL,nfc,NA,NfC_4,eher nicht zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_5,eher nicht zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_6,eher zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_7,eher nicht zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_8,eher nicht zutreffend,4
PSyqWbQzKU,DL,nfc,NA,NfC_9,eher nicht zutreffend,4
PffsAwOjg3,FA,mancheck,NA,MC_0_1,Sehr leicht,1
PffsAwOjg3,FA,mancheck,NA,MC_0_2,Schwierig,4
PffsAwOjg3,FA,mancheck,NA,MC_1,Ja,1
PffsAwOjg3,FA,memory,FB3,FB3_1,2 meter,0
PffsAwOjg3,FA,memory,FB3,FB3_2,Blättern,0
PffsAwOjg3,FA,memory,FB3,FB3_3,Schuppen,0
PffsAwOjg3,FA,memory,FB3,FB3_4,Schwarz,0
PffsAwOjg3,FA,memory,FB3,FB3_6,Hörner,0
PffsAwOjg3,FA,memory,FB3,FB3_7,Laub,0
PffsAwOjg3,FA,memory,FB3,FB3_8,Mit tiefen Lauten,1
PffsAwOjg3,FA,mindset,NA,GMS_1,Stimme grösstenteils zu,4
PffsAwOjg3,FA,mindset,NA,GMS_2,Stimme grösstenteils nicht zu,3
PffsAwOjg3,FA,mindset,NA,GMS_3,Stimme grösstenteils zu,4
PffsAwOjg3,FA,nfc,NA,NfC_1,eher nicht zutreffend,2
PffsAwOjg3,FA,nfc,NA,NfC_10,eher zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_11,eher zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_12,eher nicht zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_13,eher nicht zutreffend,2
PffsAwOjg3,FA,nfc,NA,NfC_14,eher nicht zutreffend,2
PffsAwOjg3,FA,nfc,NA,NfC_15,weder noch,3
PffsAwOjg3,FA,nfc,NA,NfC_16,überhaupt nicht zutreffend,5
PffsAwOjg3,FA,nfc,NA,NfC_17,weder noch,3
PffsAwOjg3,FA,nfc,NA,NfC_2,eher nicht zutreffend,2
PffsAwOjg3,FA,nfc,NA,NfC_3,weder noch,3
PffsAwOjg3,FA,nfc,NA,NfC_4,weder noch,3
PffsAwOjg3,FA,nfc,NA,NfC_5,eher nicht zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_6,eher zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_7,eher zutreffend,2
PffsAwOjg3,FA,nfc,NA,NfC_8,eher nicht zutreffend,4
PffsAwOjg3,FA,nfc,NA,NfC_9,eher zutreffend,2
QGopYFN2ar,DZ,mancheck,NA,MC_0_1,Mittel / Weder schwierig noch leicht,3
QGopYFN2ar,DZ,mancheck,NA,MC_0_2,Mittel / Weder schwierig noch leicht,3
QGopYFN2ar,DZ,mancheck,NA,MC_1,Ja,1
QGopYFN2ar,DZ,memory,FB1,FB1_1,1.5 Meter,1
QGopYFN2ar,DZ,memory,FB1,FB1_2,grüne Blätter,1
QGopYFN2ar,DZ,memory,FB1,FB1_3,glatte,0
QGopYFN2ar,DZ,memory,FB1,FB1_4,braune,0
QGopYFN2ar,DZ,memory,FB1,FB1_5,buschig violett,1
QGopYFN2ar,DZ,memory,FB1,FB1_6,x,0
QGopYFN2ar,DZ,memory,FB1,FB1_7,alleine umherwandern,1
QGopYFN2ar,DZ,mindset,NA,GMS_1,Stimme grösstenteils zu,4
QGopYFN2ar,DZ,mindset,NA,GMS_2,Stimme grösstenteils zu,4
QGopYFN2ar,DZ,mindset,NA,GMS_3,Stimme grösstenteils zu,4
QGopYFN2ar,DZ,nfc,NA,NfC_1,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_10,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_11,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_12,eher nicht zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_13,weder noch,3
QGopYFN2ar,DZ,nfc,NA,NfC_14,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_15,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_16,weder noch,3
QGopYFN2ar,DZ,nfc,NA,NfC_17,sehr zutreffend,5
QGopYFN2ar,DZ,nfc,NA,NfC_2,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_3,eher nicht zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_4,eher nicht zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_5,eher nicht zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_6,eher zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_7,eher nicht zutreffend,4
QGopYFN2ar,DZ,nfc,NA,NfC_8,eher nicht zutreffend,4
