Status,Progress,Duration,Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,Text_1_P_T1,2_P_T2,3_P_T3,4_P_T4,5_P_T5,6_P_T6,7_P_T7,8_P_T8,9_P_T9,10_P_T10,11_P_T11,12_P_T12,13_P_T13,14_P_T14,15_P_T15,Choice_T_Battery,Choice_T_Pen,A_G_1,BJW_1,BJW_2,BJW_3,BJW_4,BJW_5,BJW_6,SDO_S_1,SDO_S_2,SDO_S_3,SDO_S_4,SDO_S_5,SDO_S_6,SDO_S_7,SDO_S_8,SDO_S_9,SDO_S_10,SDO_S_11,SDO_S_12,SDO_S_13,SDO_S_14,SDO_S_15,SDO_S_16,PP_1_0_GROUP_1,PP_1_0_GROUP_2,PP_1_0_GROUP_3,PP_1_0_GROUP_4,PP_1_0_GROUP_5,PP_1_1_GROUP_1,PP_1_1_GROUP_2,PP_1_1_GROUP_3,PP_1_1_GROUP_4,PP_1_1_GROUP_5,PP_1_2_GROUP_1,PP_1_2_GROUP_2,PP_1_2_GROUP_3,PP_1_2_GROUP_4,PP_1_2_GROUP_5,PP_1_0_1_RANK,PP_1_0_2_RANK,PP_1_0_3_RANK,PP_1_0_4_RANK,PP_1_0_5_RANK,PP_1_1_1_RANK,PP_1_1_2_RANK,PP_1_1_3_RANK,PP_1_1_4_RANK,PP_1_1_5_RANK,PP_1_2_1_RANK,PP_1_2_2_RANK,PP_1_2_3_RANK,PP_1_2_4_RANK,PP_1_2_5_RANK,Choice_T_Vocabulary,A_V_1,SJ_S_P_1,SJ_S_P_2,SJ_S_P_3,SJ_S_P_4,SJ_S_P_5,SJ_S_P_6,SJ_S_P_7,SJ_S_P_8,Feedback,1_C_T1,2_C_T2,3_C_T3,4_C_T4,5_C_T5,6_C_T6,7_C_T7,8_C_T8,9_C_T9,10_C_T10,11_C_T11,12_C_T12,13_C_T13,14_C_T14,15_C_T15,PC_1_0_GROUP_1,PC_1_0_GROUP_2,PC_1_0_GROUP_3,PC_1_0_GROUP_4,PC_1_0_GROUP_5,PC_1_0_GROUP_6,PC_1_0_GROUP_7,PC_1_0_GROUP_8,PC_1_1_GROUP_1,PC_1_1_GROUP_2,PC_1_1_GROUP_3,PC_1_1_GROUP_4,PC_1_1_GROUP_5,PC_1_1_GROUP_6,PC_1_1_GROUP_7,PC_1_1_GROUP_8,PC_1_2_GROUP_1,PC_1_2_GROUP_2,PC_1_2_GROUP_3,PC_1_2_GROUP_4,PC_1_2_GROUP_5,PC_1_2_GROUP_6,PC_1_2_GROUP_7,PC_1_2_GROUP_8,PC_1_0_1_RANK,PC_1_0_2_RANK,PC_1_0_3_RANK,PC_1_0_4_RANK,PC_1_0_5_RANK,PC_1_0_6_RANK,PC_1_0_7_RANK,PC_1_0_8_RANK,PC_1_1_1_RANK,PC_1_1_2_RANK,PC_1_1_3_RANK,PC_1_1_4_RANK,PC_1_1_5_RANK,PC_1_1_6_RANK,PC_1_1_7_RANK,PC_1_1_8_RANK,PC_1_2_1_RANK,PC_1_2_2_RANK,PC_1_2_3_RANK,PC_1_2_4_RANK,PC_1_2_5_RANK,PC_1_2_6_RANK,PC_1_2_7_RANK,PC_1_2_8_RANK,SJ_S_C_2,SJ_S_C_3,SJ_S_C_4,SJ_S_C_5,SJ_S_C_6,SJ_S_C_7,SJ_S_C_8,SJ_S_C_9,Condition,Order
0,100,1557,1,2024-05-10T12:17:31Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,4,4,3,3,2,3,2,1,6,7,7,7,7,1,2,4,7,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe am zweiten Dienstag des Monats immer ins Tanzen.,Sein Wissen stieg mit der Anzahl der Kurse.,Kontinuität ist der Schlüssel zu einem lanfristigem Erfolg.,Auf dem Weg nach Hause verlor ich meine Kopfhörer.,"Damit ich einen Apfel von meinem Freund bekomme, gebe ich ihm Schokolde.","Am Morgen stehe ich auf, um den Alltag zu bestreiten.",Ich wähle Produkte beim Einkaufen der Intuition nach.,Mit Willenskraft kannst du genug viele Träume verwirklichen.,Reiseunternehmen beschäftigen such mit Ländern auf der ganzen Welt.,Im Alltag kann Stress und Angst zu Ferienmangel führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewiligung.,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken.","Aktives Engagement und Fleiss ermöglichen es mir, Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut Kaugummis vor der Schule.,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,3,2,NA,NA,1,NA,2,3,NA,NA,NA,3,6,2,6,5,2,4,3,Control,Block2
0,100,616,1,2024-05-10T16:18:29Z,NA,anonymous,DE,Immer am Dienstag des Zweiten Monats bezahlen ich meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen Stabilität,Auf dem Weg nach hause verlor ich meine Brieftasche.,NA,"Morgen stehe ich auf, um Geld zu verdienen.",Ich achte beim Einkaufen auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüsse der ganzen Welt.,Stress und Angst im Alltag können zu Geldnöte führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,Ich muss mein knappes monatliches Budget neu überdenken.,"Macht und Geld ermöglichen mir, meine a Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgeben nachzudenken.",Das Kind verkauft kleine Kaugummis vor der Schule.,1,1,2,5,5,4,5,3,3,5,7,6,7,3,2,6,1,2,6,5,6,3,6,7,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,6,7,1,6,7,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,1311,1,2024-05-10T17:25:55Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,2,1,3,3,2,1,2,4,7,7,7,6,2,3,4,5,7,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats ins Tanzen.,Sein Wiessen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigem Erfolg.,Auf dem nach Hause Weg verlor ich meine Kopfhörer.,"Damit ich Schokolade von meinem Freund bekomme, gebe ich ihm einen Apfel.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmene beschäftigen sich mit Länder auf der ganzen Welt.,Stress und Angst im Alltag kann zu Ferienmangel führen.,Naxhe jahrelanger Abklärung erhielt sie endliche eine Bewilligung.,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken.","Fleiss und aktives Engagement ermöglichen mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre Routinen nachzudenken.",Das kleine Kind kaut Kaugummis vor der Schule.,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,3,NA,NA,3,NA,2,1,NA,NA,NA,3,5,1,5,5,3,4,5,Control,Block1
0,100,885,1,2024-05-10T17:51:09Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Brieftasche,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld",Ich stehe am Morgen auf um Geld zu verdienen,Beim Einkaufen achte ich auf den Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt,Geldnöte können im Alltag zu Stress und Angst führen,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung,"Ich muss mein monatliches, knappes Budget neu überdenken","Macht und Geld ermöglichen es mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken",Das kleine Kind kauft vor der Schule Kaugummis,2,1,2,2,3,3,2,3,3,2,5,5,2,6,7,7,4,6,5,6,6,6,5,2,2,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,2,NA,NA,1,NA,2,3,3,6,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,1606,1,2024-05-11T07:44:29Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,4,2,3,3,4,4,2,2,3,3,7,4,5,2,3,6,7,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Am zweiten Dienstag des Monats gehe ich immer ins Tanzen.,Sein Wissen stieg mit Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigem Erfolg.,Auf dem nach Hause Weg verlor ich meine Kopfhörer.,"Damit ich Schokolade von meinem Freund bekomme, gebe ich ihm einen Apfel.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition,Mit Willenskraft kannst du viele Träume verwirklichen,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt,Ferienmangel kann im Alltag zu Angst und Stress führen,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken","Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind vor der Schule kaut Kaugummis,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,NA,4,NA,1,3,NA,NA,1,NA,NA,2,NA,NA,NA,3,3,3,3,4,4,2,3,Control,Block2
0,100,977,1,2024-05-11T09:19:51Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Brieftasche,"Damit ich Schokolade von ihm bekomme, gebe ich einem Freund Geld","Ich stehe am Morgen auf, um Geld zu verdienen",Beim Einkaufen achte ich auf den Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt,Geldnöte können im Alltag zu Angst und Stress führen,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung,"Ich muss mein monatliches, knappes Budget neu überdenken","Geld und Macht ermöglichen es mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken",Das kleine Kind kauft Kaugummis vor der Schule,2,1,2,5,4,5,3,3,5,2,1,2,1,6,7,7,7,1,1,2,2,7,7,7,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,6,7,1,6,5,6,3,4,War alles top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,100,2679,1,2024-05-11T15:49:55Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs kluge durch Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Brieftaschee,"Damit ich Schokolade bekomme, gebe ich einem Freund Geld","Ich stehe am Morgen auf, um Geld zu verdienen",Beim Einkaufen achte ich auf den Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich auf der ganzen Welt mit Geldflüssen,Geldnöte können im Alltag zu Stress und Angst führen,Nach jahrelanger Arbeit erhielt sie endlich Gehaltserhöhung,"Ich muss mein knappes monatliches, Budget neu überdenken",Macht und Geld ermöglichen es mir meine Träume zu erfüllen,Die Teilnehmer wurden gebeten über ihre aktuelle Geldausgben nachzudenken,Das kleine Kind kauft vor der Schule Kaugummid,2,1,2,2,3,4,4,4,3,5,5,5,6,3,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,1,3,3,5,5,2,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,1127,1,2024-05-11T16:42:12Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,3,4,4,2,5,1,4,1,6,7,6,4,3,3,3,4,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats ins Tanzen.,Sein Wissen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigen Erfolg.,Auf dem Weg nach Hause verlor ich meine Kopfhörer.,Damit ich von meinem Freund Schokolade bekomme gebe ich ihm einen Apfel.,Ich stehe am Morgen auf um den Alltag zu bestreiten.,Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen auf der ganzen Welt beschäftigen sich mit Ländern.,Ferienmangel kann im Alltag zu Stress und Angst führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,Ich muss mein ungesundes kalorienreiches Essverhalten neu überdenken.,Fleiss und aktives Engagement ermöglichen mir es meine Träume zu erfüllen.,Die Teilnehmer wurden gebeten über ihre täglichen Routinen nachzudenken.,Das kleine Kind kaut Kaugummis vor der Schule.,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,1,NA,NA,2,NA,3,1,NA,NA,NA,3,4,4,4,3,2,4,4,Control,Block1
0,100,1482,1,2024-05-11T19:04:18Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,6,5,6,6,6,3,3,5,3,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monats Tanzen.,Sein Wissen stieg mit der Anzahl besuchter Kurse.,Kontinuität ist der Schlüssel zu langfristigem Erfolg.,Auf dem Weg nach Hause verlor ich meine Kopfhörer.,"Damit ich von meinem Freund Schokolade bekomme, gebe ich ihm einen Apfel.",Ich stehe am Morgen auf um den Alltag zu bestreiten.,Beim Einkaufen wähle ich die Produkte nach Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt,Ferienmangel kann im Alltag zu Angst und Stress führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,"Ich muss mein ungesundes, kalorienreiches Essverhalten neu überdenken.","Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut Kaugummis vor der Schule.,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,NA,NA,2,NA,1,3,NA,NA,NA,2,5,3,5,5,3,5,3,Control,Block2
0,100,1985,1,2024-05-12T04:41:43Z,NA,anonymous,DE,Ich bezahle immer am zweiten Dienstag des Monats meine Rechnungen,Sein Vermögen wuchs durch kluge Investitionen in Aktien,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität,Auf dem Weg nach Hause verlor ich meine Brieftasche,"Damit ich von einem Freund Schokolade bekomme, gebe ich ihm Geld","Ich stehe am Morgen auf, um Geld zu verdienen",Beim Einkaufen achte ich auf den Preis,Mit genug Geld kannst du viele Träume verwirklichen,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt,Geldnöte können im Alltag zu Angst und Stress führen,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung,"Ich muss mein monatliches, knappes Budget neu überdenken",Macht und Geld ermöglichen es mir meine Träume zu erfüllen,"Die Teilnehmer wurden gebeten, über ihre aktuellen Geldausgaben nachzudenken",Das Kind kauft vor der Schule kleine Kaugummis,2,1,2,2,4,3,2,2,2,5,4,3,5,6,6,6,6,2,2,2,2,6,6,6,6,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,2,NA,1,NA,2,3,2,5,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block2
0,99,1841,0,2024-05-12T08:00:35Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,4,3,3,1,1,1,1,7,7,7,7,1,1,1,2,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ich gehe immer am zweiten Dienstag des Monat Tanzen.,Sein Wissen stieg mit der Anzahl brsuchter Kurse.,Kontinuität ist der Schlüssel zu einem langfristigem Erfolg,Auf dem Weg nach Hause verlor ich meine Kopfhörer,"Damit ich Schokolade bekomme, gebe ich ihm von meinem Apfel.","Ich stehe am Morgen auf, um den Alltag zu bestreiten.",Beim Einkaufen wähle ich Produkte nach der Intuition.,Mit genug Willenskraft kannst du viele Träume verwirklichen.,Reiseunternehmer beschäftigen sich mit Ländern auf der ganzen Welt.,Angst im Alltag und Ferienmangel kann zu Stress führen.,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung.,Ich muss mein ungesundes kalorienreiches Essverhalten neu überdenken.,Fleiss und aktives Engagement ermöglichen es mir meine Träume zu erfüllen.,"Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenken.",Das kleine Kind kaut vor der Schule Kaugummis.,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,4,3,1,NA,3,5,2,5,5,5,5,2,Control,Block2
0,100,561,1,2024-05-12T15:30:26Z,NA,anonymous,DE,Ich bezahle meine Rechnungen immer am zweiten Dienstag des Monats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,2,1,6,1,1,5,7,7,6,6,2,2,2,2,7,6,5,6,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,2,NA,NA,1,NA,1,3,1,2,1,7,2,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,1391,1,2024-05-13T09:44:08Z,NA,anonymous,DE,Ich bezahle meine Rechnungen immer am zweiten Dienstag des Monats.s,Sein Vermögen wuchs durch kluge Investitionen in Aktien.,Sparen ist der Schlüssel zur langfristigen finanziellen Stabilität.,Auf dem nach Hause weg verlor ich meine Brieftasche.,"Damit ich von einem Freund Schokolade bekommen, gebe ich ihm Geld.","Am Morgen stehe ich auf, um Geld zu verdienen.",Beim Einkaufen achte ich auf den Preis.,Mit genug Geld kannst du viele Träume verwirklichen.,Der Finanzmarkt beschäftigt sich mit Geldflüssen auf der ganzen Welt.,Geldnöte und Angst können zu Stress im Alltag führen.,Nach jahrelanger Arbeit erhielt sie endlich eine Gehaltserhöhung.,Ich muss neu mein knappes monatliches Budget überdenken.,"Geld und Macht ermöglichen es mir, meine Träume zu erfüllen.","Die Teilnehmer wurde gebeten, über ihre aktuellen Geldausgaben nachzudenken.",Das Kind kauft vor der Schule kleine Kaugummis.,2,1,2,3,3,3,4,4,3,3,3,5,4,5,3,6,5,4,5,3,3,6,6,6,5,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA,2,NA,1,NA,2,3,5,5,4,6,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Priming,Block1
0,100,1699,1,2024-05-13T10:42:52Z,NA,anonymous,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,5,2,2,5,6,6,5,6,2,1,1,1,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,Viel Spass beim Auswerten😂,Ich gehe am zweiten Dienstag des Monats immer ins Tanzen,Sein Wissen stieg mit der Anzahl besuchter Kurse,Kontinuität ist der Schlüssel zu einem langfristigen Erfolg,Auf dem Weg nach Hause verlor ich meine Kopfhörer,"Damit ich von meinem Freund Schokolade bekomme, gebe ich ihm einen Apfel","Morgen stehe ich auf, um de Alltag zu bestreiten",Beim Einkaufen wähle ich Produkte der Intuition nach,Mit genug Willenskraft kannst du viele Träume verwirklichen,Reiseunternehmen beschäftigen sich mit Ländern auf der ganzen Welt,Ferienmangel kann im Alltag zu Stress & Angst führen,Nach jahrelanger Abklärung erhielt sie endlich eine Bewilligung,Ich muss mein kalorienreiches ungesundes Essverhalten neu überdenkenn,"Fleiss und aktives Engagement ermöglichen es mir, meine Träume zu erfüllen","Die Teilnehmer wurden gebeten, über ihre täglichen Routinen nachzudenkens",Das Kind kaut vor der Schule kleine Kaugummis,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,3,5,5,2,2,4,2,Control,Block1
