episode_date,show,mix_no,mix,t_s,bpm,key,artist,title,timeskew,frequencyskew,track_no
2026-04-24,Unlimited,1,DJ Unlimited (1),1500,124.5,873010634,Bushwacka!,Push The Rope,0.0040659904,0.00016105175,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1530,124.5,873010634,Bushwacka!,Push The Rope,0.0043410063,8.058548e-05,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1560,,873010634,Bushwacka!,Push The Rope,0.0044010878,8.058548e-05,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1590,124.7,873010634,Bushwacka!,Push The Rope,0.004110217,-4.029274e-05,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1620,124.8,99651849,Daniel Kyo & El_Txef_A,As Sweet As Last Time (El_Txef_A Remix),0.036738515,0.0092788935,
2026-04-24,Unlimited,1,DJ Unlimited (1),1650,124.5,873010634,Bushwacka!,Push The Rope,0.004136443,0.00028192997,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1680,124.5,873010634,Bushwacka!,Push The Rope,0.004252553,0.00012087822,4
2026-04-24,Unlimited,1,DJ Unlimited (1),1710,,708694310,Hutch,Give Me the Night,-0.011965632,0.00236547,
2026-04-24,Unlimited,1,DJ Unlimited (1),1740,125.2,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),1770,124.8,835515439,Mahraz Number 1,Tuna baya (feat. Poptee),-6.03199e-05,0.0016123056,
2026-04-24,Unlimited,1,DJ Unlimited (1),1800,125.0,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),1830,,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),1860,125.0,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),1890,,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),1920,125.0,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-7.855892e-05,0.003833294,5
2026-04-24,Unlimited,1,DJ Unlimited (1),1950,125.0,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-0.000223279,0.00375247,5
2026-04-24,Unlimited,1,DJ Unlimited (1),1980,124.8,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],0.00014412403,0.003914237,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2010,125.1,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-0.00039726496,0.003833294,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2040,124.9,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],8.869171e-05,0.0038737059,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2070,125.1,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-0.00029873848,0.003792882,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2100,124.8,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-0.00014543533,0.003712058,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2130,,870116787,Hardt Antoine,One More Night (feat. Charlotte OC) [Extended],-0.00055003166,0.003995061,5
2026-04-24,Unlimited,1,DJ Unlimited (1),2160,125.0,870276679,Hardt Antoine,Dreamstate,-5.429983e-05,0.003833294,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2190,,870276679,Hardt Antoine,Dreamstate,-3.916025e-05,0.003954649,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2220,125.3,870276679,Hardt Antoine,Dreamstate,-5.9247017e-05,0.0038737059,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2250,,870276679,Hardt Antoine,Dreamstate,0.0001077652,0.003833294,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2280,125.4,870276679,Hardt Antoine,Dreamstate,0.00011181831,0.003712058,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2310,125.0,870276679,Hardt Antoine,Dreamstate,-5.0663948e-05,0.003792882,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2340,,870276679,Hardt Antoine,Dreamstate,0.0002580881,0.00375247,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2370,,870276679,Hardt Antoine,Dreamstate,-1.41859055e-05,0.003792882,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2400,124.9,870276679,Hardt Antoine,Dreamstate,-0.00016820431,0.0038737059,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2430,125.0,870276679,Hardt Antoine,Dreamstate,-5.2928925e-05,0.003914237,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2460,125.3,870276679,Hardt Antoine,Dreamstate,-1.1563301e-05,0.004116416,6
2026-04-24,Unlimited,1,DJ Unlimited (1),2490,,,,,,,
2026-04-24,Unlimited,1,DJ Unlimited (1),2520,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,0,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,30,124.6,870840734,Ty Balvin,MI GENTE,0.0031176805,0.00026857853,
2026-04-24,Unlimited,2,DJ Soulcat,60,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,90,,852393306,Nogue,Mi Gente (Afro House),0.024746776,0.0032271147,
2026-04-24,Unlimited,2,DJ Soulcat,120,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,150,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,180,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,210,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,240,124.0,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,270,124.0,624596103,ROSALÍA,DESPECHÁ,-0.043622255,-0.0016096234,1
2026-04-24,Unlimited,2,DJ Soulcat,300,124.0,624596103,ROSALÍA,DESPECHÁ,-0.046598792,-0.0015292168,1
2026-04-24,Unlimited,2,DJ Soulcat,330,123.9,624596103,ROSALÍA,DESPECHÁ,-0.045689702,-0.00092583895,1
2026-04-24,Unlimited,2,DJ Soulcat,360,,827918862,Samm (BE),Body Language,0.0049608946,-8.0525875e-05,2
2026-04-24,Unlimited,2,DJ Soulcat,390,122.9,827918862,Samm (BE),Body Language,0.00487864,0.0,2
2026-04-24,Unlimited,2,DJ Soulcat,420,122.4,827918862,Samm (BE),Body Language,0.0050246716,-8.0525875e-05,2
2026-04-24,Unlimited,2,DJ Soulcat,450,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,480,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,510,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,540,128.1,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,570,117.2,679530678,Tems,Me & U,0.04931581,-0.0005905032,3
2026-04-24,Unlimited,2,DJ Soulcat,600,,679530678,Tems,Me & U,0.048770547,-0.0008741617,3
2026-04-24,Unlimited,2,DJ Soulcat,630,,679530678,Tems,Me & U,0.049756885,-0.00046014786,3
2026-04-24,Unlimited,2,DJ Soulcat,660,117.6,679530678,Tems,Me & U,0.0045211315,-0.0003221631,3
2026-04-24,Unlimited,2,DJ Soulcat,690,120.7,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,720,,40381130,C.C. Catch,Strangers by Night,0.032660127,0.02520144,
2026-04-24,Unlimited,2,DJ Soulcat,750,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,780,119.8,693696240,DE SOFFER,Voyage Voyage (Extended Mix),-0.0070437193,0.0010745525,
2026-04-24,Unlimited,2,DJ Soulcat,810,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,840,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,870,125.6,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,900,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,930,,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.0016237497,0.0,4
2026-04-24,Unlimited,2,DJ Soulcat,960,125.7,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.010783851,0.0,4
2026-04-24,Unlimited,2,DJ Soulcat,990,125.7,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.010441422,-8.0525875e-05,4
2026-04-24,Unlimited,2,DJ Soulcat,1020,,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.01072824,-4.029274e-05,4
2026-04-24,Unlimited,2,DJ Soulcat,1050,125.5,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.010433555,-8.0525875e-05,4
2026-04-24,Unlimited,2,DJ Soulcat,1080,,824355136,SOFI TUKKER & Nonô,Pick Up The Phone,-0.010416508,-0.00024163723,4
2026-04-24,Unlimited,2,DJ Soulcat,1110,127.9,686572884,Mr. Belt & Wezol,It's Not Right But It's Okay (Extended),-0.0032024384,-8.0525875e-05,5
2026-04-24,Unlimited,2,DJ Soulcat,1140,127.6,686572884,Mr. Belt & Wezol,It's Not Right But It's Okay (Extended),-0.0034807324,0.0,5
2026-04-24,Unlimited,2,DJ Soulcat,1170,127.5,686572884,Mr. Belt & Wezol,It's Not Right But It's Okay (Extended),-0.0034441948,0.0,5
2026-04-24,Unlimited,2,DJ Soulcat,1200,,686572884,Mr. Belt & Wezol,It's Not Right But It's Okay (Extended),-0.0034858584,0.0,5
2026-04-24,Unlimited,2,DJ Soulcat,1230,,469144189,Bad Bunny & Tainy,Callaita,0.012185335,-0.0003221631,6
2026-04-24,Unlimited,2,DJ Soulcat,1260,121.4,469144189,Bad Bunny & Tainy,Callaita,0.0050075054,-0.00016111135,6
2026-04-24,Unlimited,2,DJ Soulcat,1290,,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,1320,,469144189,Bad Bunny & Tainy,Callaita,0.012493134,-8.0525875e-05,6
2026-04-24,Unlimited,2,DJ Soulcat,1350,122.8,469144189,Bad Bunny & Tainy,Callaita,0.01289773,0.0026615858,6
2026-04-24,Unlimited,2,DJ Soulcat,1380,123.8,,,,,,
2026-04-24,Unlimited,2,DJ Soulcat,1410,,469144189,Bad Bunny & Tainy,Callaita,0.032821417,0.00020134449,6
2026-04-24,Unlimited,2,DJ Soulcat,1440,,837723539,Tony Finger,Yesterday,0.014582872,0.00096702576,
2026-04-24,Unlimited,2,DJ Soulcat,1470,,871568724,Everything But The Girl,Missing (Coffee Remix),0.034047604,-0.00020134449,7
2026-04-24,Unlimited,2,DJ Soulcat,1500,,871568724,Everything But The Girl,Missing (Coffee Remix),0.033767343,0.0,7
2026-04-24,Unlimited,2,DJ Soulcat,1530,124.1,871568724,Everything But The Girl,Missing (Coffee Remix),0.034096837,-0.000120818615,7
2026-04-24,Unlimited,2,DJ Soulcat,1560,124.0,871568724,Everything But The Girl,Missing (Coffee Remix),0.03404212,-4.029274e-05,7
2026-04-24,Unlimited,2,DJ Soulcat,1590,,503723253,Zairi Torrez,Progressive World (2Qimic Remix),-0.008287072,0.0076975822,
2026-04-24,Unlimited,2,DJ Soulcat,1620,,885250020,ANKHØR MUSIC,Quimbara (Afro House),0.032361746,0.0,8
2026-04-24,Unlimited,2,DJ Soulcat,1650,,885250020,ANKHØR MUSIC,Quimbara (Afro House),0.032544374,0.0,8
2026-04-24,Unlimited,2,DJ Soulcat,1680,,885250020,ANKHØR MUSIC,Quimbara (Afro House),0.032397628,-0.00024163723,8
2026-04-24,Unlimited,2,DJ Soulcat,1710,,5187665,Gloria Estefan & Miami Sound Machine,Conga,0.022938848,0.0014185905,
2026-04-24,Unlimited,2,DJ Soulcat,1740,,885250020,ANKHØR MUSIC,Quimbara (Afro House),0.03253436,0.0,8
2026-04-24,Unlimited,2,DJ Soulcat,1770,,599390858,Amaarae & Kali Uchis,SAD GIRLZ LUV MONEY (feat. Moliy) [Vigro Deep Amapiano Remix],-0.00439167,-4.029274e-05,9
2026-04-24,Unlimited,2,DJ Soulcat,1800,,584941330,Amaarae & Kali Uchis,SAD GIRLZ LUV MONEY (feat. Moliy) [Remix],0.03644705,0.00048339367,9
2026-04-24,Unlimited,3,DJ Unlimited (2),0,121.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),30,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),60,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),90,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),120,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),150,122.0,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),180,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),210,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),240,,644145577,Hai Lai Amu,西楼儿女 (DJ彭锐版伴奏),-0.046880543,-0.043488264,
2026-04-24,Unlimited,3,DJ Unlimited (2),270,122.3,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),300,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),330,122.0,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),360,122.0,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),390,122.0,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),420,122.2,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),450,122.2,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),480,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),510,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),540,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),570,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),600,122.9,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),630,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),660,,65050581,Rhyze,Singing And Dancing,-0.015412509,-0.012765169,1
2026-04-24,Unlimited,3,DJ Unlimited (2),690,,65050581,Rhyze,Singing And Dancing,-0.023865521,-0.014847517,1
2026-04-24,Unlimited,3,DJ Unlimited (2),720,123.9,65050581,Rhyze,Singing And Dancing,-0.023046613,-0.0146660805,1
2026-04-24,Unlimited,3,DJ Unlimited (2),750,123.6,65050581,Rhyze,Singing And Dancing,-0.02357322,-0.015557647,1
2026-04-24,Unlimited,3,DJ Unlimited (2),780,61.8,45812344,Cordell McClary & Quentin Harris,Traveling (Big Room Mix),-0.0030714273,-0.0011270046,
2026-04-24,Unlimited,3,DJ Unlimited (2),810,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),840,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),870,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),900,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),930,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),960,92.7,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),990,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1020,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1050,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1080,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1110,123.7,62965279,Bsc,What You Do to Me (feat. Jessi Colasante),-0.011117399,-0.001046598,
2026-04-24,Unlimited,3,DJ Unlimited (2),1140,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1170,123.7,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1200,,315587554,Mike Simonetti Feat. Santana,Release Your Body To The Best,0.03029883,0.02622044,
2026-04-24,Unlimited,3,DJ Unlimited (2),1230,103.2,504874950,Anunaku,Atlas4088,-0.03399682,0.00024163723,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1260,102.9,504874950,Anunaku,Atlas4088,-0.034389436,-0.00044292212,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1290,,504874950,Anunaku,Atlas4088,-0.034475803,-0.001046598,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1320,164.8,504874950,Anunaku,Atlas4088,-0.03467381,8.058548e-05,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1350,103.0,504874950,Anunaku,Atlas4088,-0.03433615,-0.0010733604,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1380,,504874950,Anunaku,Atlas4088,-0.034333706,-0.00024163723,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1410,,504874950,Anunaku,Atlas4088,-0.034528553,-0.00036239624,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1440,,504874950,Anunaku,Atlas4088,-0.03474444,0.0,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1470,164.8,504874950,Anunaku,Atlas4088,-0.03445691,0.00012087822,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1500,,504874950,Anunaku,Atlas4088,-0.034436584,-0.0006441474,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1530,,504874950,Anunaku,Atlas4088,-0.034419894,-0.00010740757,2
2026-04-24,Unlimited,3,DJ Unlimited (2),1560,,561299222,Bakey & Kasia,No Name Groove,-0.047837377,-0.00623101,
2026-04-24,Unlimited,3,DJ Unlimited (2),1590,,321873465,Mundopal,10H10,-0.027387798,-0.023685932,
2026-04-24,Unlimited,3,DJ Unlimited (2),1620,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1650,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1680,123.3,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1710,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1740,154.2,823402863,T1SsoNã,Yeah Babe (feat. Alonzõ (FR)),-0.011120558,-0.0007649064,3
2026-04-24,Unlimited,3,DJ Unlimited (2),1770,123.7,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1800,,657684082,Makebo & Volen Sentir,Alchemist,0.004535198,0.0049524307,
2026-04-24,Unlimited,3,DJ Unlimited (2),1830,,823402863,T1SsoNã,Yeah Babe (feat. Alonzõ (FR)),-0.009963393,-0.00023013353,3
2026-04-24,Unlimited,3,DJ Unlimited (2),1860,,133757962,Greg Beato,Pma,0.0025070906,0.009956598,
2026-04-24,Unlimited,3,DJ Unlimited (2),1890,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1920,,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1950,123.6,,,,,,
2026-04-24,Unlimited,3,DJ Unlimited (2),1980,123.6,820384309,Tobehonest & Ky William,Going Fast,0.013182163,-0.0010867715,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2010,123.6,820384309,Tobehonest & Ky William,Going Fast,0.013396144,-0.0011270046,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2040,,820384309,Tobehonest & Ky William,Going Fast,0.013839483,-0.00075149536,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2070,123.6,820384309,Tobehonest & Ky William,Going Fast,0.013286591,-0.0010120869,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2100,123.6,820384309,Tobehonest & Ky William,Going Fast,0.013598442,-0.00080513954,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2130,123.6,820384309,Tobehonest & Ky William,Going Fast,0.013500929,-0.0008453727,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2160,,820384309,Tobehonest & Ky William,Going Fast,0.012527347,-0.0006441474,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2190,,820384309,Tobehonest & Ky William,Going Fast,0.011610389,-0.0006441474,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2220,123.6,331080197,Lander B & Oscar Escapa,Pukas,-0.006851673,-0.0019312501,
2026-04-24,Unlimited,3,DJ Unlimited (2),2250,123.6,820384309,Tobehonest & Ky William,Going Fast,0.011943698,-0.0014258027,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2280,123.5,820384309,Tobehonest & Ky William,Going Fast,0.011465192,0.00024163723,4
2026-04-24,Unlimited,3,DJ Unlimited (2),2310,,712806766,Raz & Afla,Shikor Shikor,-0.011303902,-0.0016900897,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2340,123.6,712806766,Raz & Afla,Shikor Shikor,-0.010943532,-0.0018910766,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2370,,712806766,Raz & Afla,Shikor Shikor,-0.011076033,-0.0017302632,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2400,,712806766,Raz & Afla,Shikor Shikor,-0.0111759305,-0.002132237,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2430,,712806766,Raz & Afla,Shikor Shikor,-0.0112627745,-0.0018910766,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2460,,712806766,Raz & Afla,Shikor Shikor,-0.011313081,-0.002212584,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2490,,712806766,Raz & Afla,Shikor Shikor,-0.011304319,-0.0023733377,5
2026-04-24,Unlimited,3,DJ Unlimited (2),2520,,712806766,Raz & Afla,Shikor Shikor,-0.011368394,-0.0016096234,5
2026-04-24,Unlimited,4,DJ Beware,0,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,30,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,60,,555355260,BADDIES ONLY,Aquí Las Colombianas (feat. Martina Camargo) [Extended Mix],-0.00019198656,0.009549856,
2026-04-24,Unlimited,4,DJ Beware,90,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,120,127.4,828343556,Essigi,The Real Universe,-0.005001545,-0.006316364,
2026-04-24,Unlimited,4,DJ Beware,150,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,180,,548314153,Da Epic,Broke,0.014426947,0.0029039383,
2026-04-24,Unlimited,4,DJ Beware,210,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,240,127.4,,,,,,
2026-04-24,Unlimited,4,DJ Beware,270,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,300,127.5,,,,,,
2026-04-24,Unlimited,4,DJ Beware,330,,895435408,IzzetBuura,Mersin Sunset,0.007663727,-0.0043935776,
2026-04-24,Unlimited,4,DJ Beware,360,127.0,657684082,Makebo & Volen Sentir,Alchemist,0.032568336,0.04243827,
2026-04-24,Unlimited,4,DJ Beware,390,,476938367,Eric Faria,Can't Get Enough of Your Love Baby (Retouched the),0.041213393,0.035909534,1
2026-04-24,Unlimited,4,DJ Beware,420,,717831308,Olivier Romero & Mihai Popoviciu,Bim Bam Boum (Mihai Popoviciu Remix),-0.007848501,-0.008621454,2
2026-04-24,Unlimited,4,DJ Beware,450,127.0,476938367,Eric Faria,Can't Get Enough of Your Love Baby (Retouched the),0.0401237,0.03629899,1
2026-04-24,Unlimited,4,DJ Beware,480,,717831308,Olivier Romero & Mihai Popoviciu,Bim Bam Boum (Mihai Popoviciu Remix),-0.007868648,-0.008541644,2
2026-04-24,Unlimited,4,DJ Beware,510,127.0,487134991,Dom Dolla,San Frandisco,0.016763806,0.0106076,3
2026-04-24,Unlimited,4,DJ Beware,540,127.0,487134991,Dom Dolla,San Frandisco,0.016501307,0.01040411,3
2026-04-24,Unlimited,4,DJ Beware,570,127.0,717831308,Olivier Romero & Mihai Popoviciu,Bim Bam Boum (Mihai Popoviciu Remix),-0.0076568127,-0.008022368,2
2026-04-24,Unlimited,4,DJ Beware,600,127.5,476938367,Eric Faria,Can't Get Enough of Your Love Baby (Retouched the),0.041757703,0.036632895,1
2026-04-24,Unlimited,4,DJ Beware,630,127.0,476938367,Eric Faria,Can't Get Enough of Your Love Baby (Retouched the),0.04129696,0.03707838,1
2026-04-24,Unlimited,4,DJ Beware,660,127.0,476938367,Eric Faria,Can't Get Enough of Your Love Baby (Retouched the),0.03974271,0.036076427,1
2026-04-24,Unlimited,4,DJ Beware,690,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,720,,20128371,Mariah Carey,"My All (Morales ""My"" Club Mix)",0.0063732862,0.0057758093,4
2026-04-24,Unlimited,4,DJ Beware,750,126.8,54557971,Mariah Carey,My All (Classic Radio Club Mix),0.0053617954,0.004601717,4
2026-04-24,Unlimited,4,DJ Beware,780,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,810,126.9,583660149,KREAM & Millean.,What You've Done To Me (feat. Bemendé),0.024549842,0.014604211,
2026-04-24,Unlimited,4,DJ Beware,840,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,870,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,900,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,930,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,960,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,990,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1020,127.1,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1050,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1080,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1110,127.2,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1140,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1170,127.5,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1200,127.3,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1230,127.1,503662443,Fiorious,I'm Not Defeated (Catz 'n Dogz Extended Pride Mix),0.024529934,0.02340293,
2026-04-24,Unlimited,4,DJ Beware,1260,127.2,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1290,127.1,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1320,127.2,456882812,Dosem,All Locations (Edit),0.03296721,0.02340293,
2026-04-24,Unlimited,4,DJ Beware,1350,127.2,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1380,127.5,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1410,127.5,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1440,127.1,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1470,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1500,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1530,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1560,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1590,127.2,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1620,127.2,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1650,127.5,304615026,Nice N Track,Whistle In The Dark,0.042685986,0.0043051243,
2026-04-24,Unlimited,4,DJ Beware,1680,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1710,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1740,126.8,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1770,127.3,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1800,127.1,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1830,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1860,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1890,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1920,127.0,607203143,Trilucid,Cheyenne,0.03384149,0.03983867,
2026-04-24,Unlimited,4,DJ Beware,1950,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,1980,127.0,837022748,"Allain Espino, Juan Velasquez & Karlos Kastillo",KO,-0.0073872805,-0.0003221631,
2026-04-24,Unlimited,4,DJ Beware,2010,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2040,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2070,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2100,127.0,318819950,Eduardo Alvarado,Cerveza Especial,0.008772492,-0.0033237338,
2026-04-24,Unlimited,4,DJ Beware,2130,,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2160,127.0,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2190,127.5,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2220,126.9,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2250,127.1,,,,,,
2026-04-24,Unlimited,4,DJ Beware,2280,,,,,,,
